product_code;country;nat_value;operator
7070005;ES;1087;1150
3028950;FR;898;7051
3024400;FR;800;3738
3077100;FR;208;2154
3022300;FR;651;5601
7082000;AT;973;4782
3028530;FR;863;7763
7102100;BE;952;992
8135039;DE;922;303
3024400;ES;530;5601
8105000;ES;1188;6636
3025110;DK;1054;1823
8055010;ES;943;1257
6031970;NL;1209;4235
3054100;DK;1104;7051
7093000;ES;1044;7229
9109950;RO;993;9952
2011000;NL;858;8888
8109075;HR;998;1011
7095600;ES;78344;5353
7031019;ES;839;8904
2042100;FR;985;7234
3077100;FR;888;7942
7049090;NL;1015;8878
4061050;FR;765;9357
2012090;PL;944;6494
3075100;ES;7559;10115
3074220;FR;879;5456
3028180;FR;488;3487
6049019;NL;1023;5081
6012090;NL;967;125
3022300;FR;735;1293
5069000;DE;972;1456
3022980;DK;947;1615
8107000;FR;1008;9975
8044000;FR;1008;10143
2061098;NL;878;4507
3024400;ES;1009;5534
9101200;AT;871;3995
3028990;HR;9123;6518
8044000;FR;4419;10398
3074210;NL;939;4850
8109075;FR;967;9974
7095600;ES;837;2289
8051022;ES;844;7866
4069021;FR;412;3180
3044410;DK;131;9446
7032000;ES;857;6636
7139000;ES;869;8904
3075100;ES;1012;2571
3028510;ES;981;1278
3063400;DK;1007;215
2061095;DE;821;7407
7108059;FR;885;234
8051080;FR;932;10143
9096100;FR;822;10360
7096099;FR;9633;748
3022300;FR;3829;4002
3044990;HR;1923;1826
7108061;FR;932;8848
3074399;DE;1001;10109
3063400;DK;893;3954
3019985;GR;917;9775
3022400;NL;911;3069
8055010;HR;953;9960
3028530;ES;946;6480
2061095;DE;889;9396
4069084;FR;987;5983
4063090;RO;851;4913
7031090;FR;816;7767
4021019;DK;948;9708
9041100;DE;1036;824
2061098;NL;842;1494
8055010;ES;894;8904
6029047;NL;993;4262
3024310;HR;930;5198
2101219;HU;832;1601
3048921;NL;864;2808
3063210;FR;819;8343
2071190;AT;849;4782
7070005;ES;2842;1794
3053910;DK;892;294
2061098;NL;830;185
7052100;NL;19611;4255
8109075;ES;1573;6755
7020000;ES;1076;4800
9052000;FR;843;1942
2023090;FR;831;2196
3074210;FR;937;9096
9092100;DE;924;10012
7041010;DE;759;382
3054100;DK;550;8776
2031955;DE;1906;3674
2031211;ES;1129;4289
8109075;ES;2731;2876
4039013;AT;1006;4782
3045990;ES;4545;5601
2081090;NL;992;384
3024400;FR;752;9868
3028530;HR;919;1293
8052190;ES;956;5527
8054000;NL;6687;7853
4069084;FR;799;892
4069021;FR;937;9443
2012030;NL;834;10576
8021290;DE;393;4979
3063400;DK;409;9448
9042200;PL;3729;7637
4015011;DE;988;2048
3075100;HR;892;542
2031955;DE;439;7910
6029099;BE;27955;8449
3055985;ES;944;6641
3079100;FR;11;4844
2012090;FR;882;5488
4051011;FR;303;2731
8102010;ES;2689;739
3022300;FR;930;3738
3054300;DK;435;5601
3063400;DK;1243;44
8044000;ES;863;606
7093000;FR;925;9974
7101000;BE;809;1297
3028410;FR;981;10276
2012090;NL;780;9396
2101131;ES;3233;3180
3044950;FR;893;5785
7096010;FR;804;10023
3045400;FR;887;10144
8055010;ES;963;8875
6029050;DE;851;4710
6049099;BE;926;8995
7042000;AT;998;4782
9109190;DE;1728;2573
2031211;DE;974;4686
7093000;FR;301;7428
8109020;AT;748;4782
3028530;HR;1088;5601
3022910;FR;911;3225
3044990;DK;895;2066
8052190;HR;810;7853
6024000;NL;1111;8468
2012030;ES;970;10576
3028990;ES;1312;3738
2013000;PL;863;4182
4061050;RO;59;10137
3028939;HR;736;542
8054000;ES;1743;3567
3028950;DK;1231;289
3063400;DK;471;9446
3082100;FR;1314;2154
9109999;ES;1059;9866
9103000;PL;960;3012
8119095;PL;937;32
3045700;FR;912;5886
7031090;FR;906;8656
3022980;BE;877;3316
7099310;NL;89;6708
3075100;FR;812;9312
3047411;ES;939;1705
7093000;ES;4870;2386
3028530;ES;879;4319
7102200;AT;923;4782
3082100;SI;800;8660
4012091;DE;747;1987
2074461;HU;452;1363
2061098;IE;299;225
6031970;NL;903;8468
3028990;ES;890;8893
8025200;ES;848;5055
8054000;ES;889;7180
6031200;NL;908;6323
3061699;DE;805;10109
2101989;RO;310;10137
8044000;ES;764;2199
2013000;NL;800;9426
4069021;FR;694;7103
3028510;FR;4899;7415
3028590;ES;163;9868
3054100;DK;753;983
3044910;DK;803;1615
2031110;DE;799;6681
7099390;ES;15963;9926
7041010;NL;2072;3349
3028950;DK;912;9452
2061095;IE;875;586
7099310;FR;900;2572
3082100;FR;2044;8947
7101000;BE;771;231
7099310;NL;3158;1325
3028410;FR;2230;1170
2076005;FR;950;2573
3028410;FR;868;8741
7019090;AT;970;3349
8045000;FR;877;10143
3028950;DK;846;3924
8042010;GR;2118;582
8105000;ES;840;2192
3028530;FR;741;10110
3023519;ES;804;1293
3028410;FR;806;10144
7031019;NL;1941;4650
3022980;DK;833;9452
3024990;ES;2426;5840
7061000;ES;870;6636
3079100;HR;4729;542
3074290;ES;2575;8645
3063100;FR;883;7415
3074210;FR;215;8645
6042090;NL;1593;8327
2023090;NL;764;9147
9062000;AT;725;4782
3048910;DK;295;1790
2061098;FR;803;3508
3044100;NL;796;7763
3023390;ES;3494;1823
3054100;DK;817;2571
3028950;FR;908;8776
3028990;NL;13100;9246
3072110;FR;743;6974
3044300;FR;794;1635
3075100;ES;743;8893
3073110;FR;780;1227
5119190;AT;873;10567
8062030;AT;663;6101
6029050;ES;723;2025
8109075;FR;736;9975
7061000;NL;785;1722
9021000;NL;1395;9980
8043000;FR;850;9975
8051080;FR;748;10276
7099310;NL;541;2573
4039013;DE;856;9730
4089980;FR;48965;1108
4061050;FR;728;93
3028510;FR;253;7806
7052100;FR;838;4516
6011090;AT;114;129
6022080;NL;860;125
7070005;ES;951;127
7020000;FR;726;9974
3048400;ES;2588;5563
4069099;ES;799;6081
4021099;DE;789;8441
2012090;ES;911;8937
3074210;FR;759;5456
2031915;FR;721;8996
2061098;SI;648;4718
7070005;ES;2642;10640
3028590;HR;1106;3035
7020000;FR;937;1236
7099310;FR;899;2386
9062000;AT;711;2573
7069010;PL;897;582
8051022;ES;778;1325
9092200;ES;1708;9866
7099310;ES;853;3567
3028950;NL;849;5198
8011100;ES;859;755
7052100;NL;16463;748
7108061;BE;844;961
6012030;NL;782;5752
3082100;FR;522;1790
6012090;NL;1046;4235
3028115;FR;801;1615
1064900;ES;1623;5647
8044000;NL;894;4122
8109020;FR;856;3953
2031211;DE;761;1103
3028950;DK;791;1002
8104030;ES;3416;582
3024700;ES;5387;6208
3024310;HR;737;4307
4021011;DE;4825;10648
8055010;ES;794;793
7096010;FR;870;9975
3024510;HR;506;1826
2042250;IE;182;7417
2061098;ES;704;5892
4039051;RO;561;10137
3047419;ES;824;4850
7109000;ES;868;6721
2032913;AT;781;4782
7031090;AT;776;4782
7051900;FR;841;9974
8043000;ES;472;5133
3028510;ES;2474;18
3044990;FR;834;10143
4061050;AT;818;5299
2012090;IE;880;7299
2071350;BG;781;9295
8107000;FR;792;897
2091019;RO;727;9952
2101211;IE;797;1363
2061098;AT;262;10714
3045400;ES;808;3180
3075100;ES;826;8966
5119190;FR;667;7504
8044000;ES;3887;5133
4039053;AT;852;4782
2042230;FR;705;2017
8109020;FR;872;9975
3028990;FR;832;3931
2012030;DE;876;9295
7051900;NL;2480;5927
7082000;ES;2265;6496
8105000;ES;808;6755
3044800;FR;1260;1615
6011090;NL;801;6349
3074329;ES;734;3803
6012030;NL;959;6929
7061000;AT;885;3349
3024400;FR;742;4850
8084000;SI;857;9891
9041100;RO;579;7637
4069069;AT;853;4782
2031110;FR;748;5431
3025110;DK;773;1283
6029091;DK;535;2025
9103000;NL;2590;5135
7020000;HR;862;9960
7099990;FR;677;3054
3021400;FR;810;3881
8102010;FR;823;9974
3044990;HR;778;3035
7096010;ES;3686;8791
7093000;FR;871;9694
2023090;DE;791;961
7109000;ES;701;4383
5040000;RO;-97;10137
3022300;FR;871;2573
4061050;FR;844;609
7041010;PL;2291;5893
2013000;ES;793;3842
3048100;FR;800;9518
7093000;ES;1364;10459
2063000;LT;1182;7417
3028510;ES;1807;3881
3044950;FR;901;1227
4032011;AT;859;4782
8043000;ES;704;4474
3074220;NL;2913;2974
6029050;BE;2064;10482
2031913;FR;871;4120
8109075;NL;1123;1325
8109075;FR;667;10276
7108095;BE;684;1299
3028590;GR;4330;4194
7031090;FR;1214;1205
8107000;ES;745;6033
7123900;FR;734;1401
3071190;FR;785;4315
9052000;FR;849;7374
3073110;FR;665;9452
4039011;AT;648;4782
3023390;ES;555;5601
7032000;ES;456;5133
2031915;DE;3097;1078
3054100;DK;2561;8134
3082100;ES;660;1293
3063400;FR;778;6706
8105000;SI;726;7853
8131000;AT;734;4782
2023090;PL;805;6543
7051100;FR;502;582
3028950;DK;1913;5601
3071190;FR;696;6706
3024400;ES;851;5858
3021900;DK;526;3738
3044490;DK;1;3549
2031955;ES;2704;10261
8042090;FR;892;8783
6039000;NL;1774;6323
3024400;FR;672;8477
3028990;GR;719;8864
7108069;BG;637;565
9062000;DE;650;2573
8051080;FR;770;9975
8132000;AT;725;4782
4069082;FR;426;6867
4064010;DE;412;642
7069090;RO;398;4913
3025110;DK;729;9448
3044990;DK;373;5785
3061410;ES;431;1790
3028950;HR;1093;542
2031959;HU;684;1601
7129090;FR;1227;697
8105000;FR;767;9975
3022300;DK;750;4091
7109000;ES;759;1697
7108061;BE;664;677
3074210;FR;720;6269
3023390;ES;163;8776
3061799;PT;739;6356
2071460;RO;401;10137
3028410;FR;737;8146
7102200;ES;796;1697
4061050;FR;406;7103
3028530;FR;649;9975
6021090;DK;713;2025
4069092;DE;699;4884
6042019;NL;641;7542
6042040;NL;3771;6445
2081090;SI;1385;8155
4069093;DE;246;642
8109020;NL;2975;1722
2031915;DE;1051;6077
3063400;NL;811;8275
3028200;FR;13976;1604
3063400;DK;5779;5840
7039000;ES;735;5603
8104030;FR;785;10276
7095900;SI;342;8946
4022199;DE;794;896
3028410;ES;640;5067
4051050;DE;762;2514
3074220;FR;449;2614
3063310;FR;632;18
3077100;NL;1017;9550
8134095;AT;383;6101
3075900;FR;770;10144
7096099;FR;5346;9960
2023090;DE;1608;222
8102010;ES;1138;813
2031913;FR;763;8828
3025419;ES;816;18
7099310;FR;774;1236
3021180;DK;741;2571
3028990;FR;716;8477
8102010;ES;41;4043
8013200;DE;2482;1059
7108095;FR;767;9517
2012090;IE;654;6219
6023000;BE;696;2475
4069082;DE;218;3349
6031970;NL;23519;9074
3024310;HR;7656;1615
7108061;BE;719;234
7109000;ES;1404;1753
3022300;DK;703;1170
3028950;FR;629;2899
4069092;FR;719;4091
8042010;ES;635;7767
2068099;FR;679;10215
3028530;FR;622;8146
5040000;PL;706;229
3024400;ES;615;1002
4032011;RO;412;10137
6012030;NL;26073;9411
8109020;NL;3612;3349
8055010;ES;704;6636
2013000;ES;749;586
7097000;ES;621;8904
7102200;BE;693;726
2031219;FR;551;5196
7096010;FR;960;5893
7108069;BE;695;5006
7099990;FR;625;9975
4041002;ES;675;270
3028990;FR;-30;8893
3028950;FR;614;8741
8105000;FR;617;10276
3028990;NL;1102;2974
7032000;FR;1171;10398
2013000;NL;697;5714
4039051;GR;655;8773
9109991;DE;446;2573
3072110;FR;558;9567
2031915;DE;1214;4028
7129090;DE;630;1198
4069093;FR;35;2573
3028115;DK;647;9446
9042190;AT;748;3995
2031955;DE;5979;8081
3024200;HR;896;1826
6012090;NL;904;7103
8011900;AT;768;4782
7101000;BE;725;8403
8042090;FR;577;10252
3023290;FR;11533;6817
3036619;PT;745;5506
8109020;FR;608;10275
8055090;ES;757;5527
9083200;PL;767;7637
3022300;FR;8976;9108
3022910;ES;686;8477
7103000;BE;615;726
6031970;NL;230274;6858
6029050;NL;39694;3279
6049099;NL;596;5369
3021400;FR;789;2571
3046200;ES;701;7716
9041200;DE;1473;2573
6042090;FR;1127;1630
8062090;AT;733;4782
3024310;ES;678;3035
3075100;FR;703;6641
3044490;DK;613;18
8043000;FR;661;10276
2012030;NL;658;7376
3022980;DK;675;3924
3028410;FR;7626;1823
7031090;FR;1360;7067
2013000;DE;662;9436
7093000;ES;816;1992
2031913;AT;802;4782
9101100;ES;6032;9926
4061050;FR;678;4884
8055010;ES;627;8791
3073110;FR;365;1826
2031959;DE;10034;236
7099920;AT;657;4782
9096200;AT;261;6101
3028410;FR;680;10143
3038410;PT;598;5506
3028115;DK;581;7763
3028115;DK;626;8088
3024700;ES;654;4628
3071110;FR;631;10275
2013000;DE;682;873
7103000;BE;724;1032
9041200;RO;23;10137
3028410;GR;626;8741
8013200;AT;558;6101
2031290;SI;317;4970
6012030;NL;1510;7378
4032013;DE;1173;3995
7031019;AT;904;3349
4039019;DE;701;9730
2071499;RO;1013;9952
7020000;FR;278;9891
7020000;ES;1008;3054
3036611;ES;613;5060
3028990;ES;2181;4540
8054000;NL;828;4516
3024200;ES;647;9096
2013000;ES;608;7039
3044430;DK;1071;17
3028410;ES;711;1283
2074180;FR;699;2573
6022010;BE;2593;2143
6029091;BE;1162;2143
7049090;FR;693;10261
9061900;DE;755;2573
7096099;FR;595;4122
3028590;GR;678;1647
4069021;DE;95;1386
2012090;BE;593;2931
8062030;DE;-17;1917
6031970;NL;63763;3877
3045990;ES;20941;1635
3074230;FR;17063;4002
2061098;NL;477;8901
7103000;ES;657;1697
7103000;ES;612;9281
2031915;ES;603;6355
8084000;HR;643;399
2068099;GR;754;3173
3028950;FR;665;9616
3044990;FR;857;1363
3071110;FR;166;5534
3028410;PT;736;1170
2012090;AT;592;1454
3023980;ES;863;5601
7096010;FR;613;4689
3024200;HR;706;5198
3074210;FR;709;3549
7093000;ES;1328;786
7070005;ES;1263;4512
7093000;ES;659;1150
9109105;AT;698;4782
6012090;NL;602;8512
4015011;AT;650;4782
4061050;FR;486;10467
3022300;FR;647;7415
3028590;PT;210;6679
7102200;BE;724;961
6042019;DK;685;5043
3038965;PT;639;2899
7041010;ES;161;739
4064010;FR;584;2573
3028180;FR;667;5456
3025110;DK;696;8776
4029931;ES;711;7481
9041200;DE;652;9256
8051080;FR;633;9974
7099390;ES;700;8791
3074210;ES;749;10115
3044990;FR;697;10144
3022130;DK;747;378
8022100;PT;588;581
3025419;ES;651;8894
4069092;AT;10650;2573
9109105;AT;808;2573
3028410;FR;673;7763
6024000;NL;549;325
8052200;FR;721;739
3022300;FR;9072;236
7039000;NL;892;2872
2031955;DE;736;9396
8052110;ES;4289;10531
2063000;FR;1312;1724
7095300;ES;1009;2289
4032019;AT;717;4782
3061290;ES;553;1861
7108069;BE;737;1299
3028990;NL;17410;5460
2064900;DE;699;348
8112051;BE;793;2716
3028180;DK;597;215
7103000;BE;593;961
3082100;ES;546;2899
3075900;FR;631;10143
3078100;FR;630;7309
3028990;ES;306;187
3044490;FR;641;215
3025110;DK;712;378
7099990;FR;601;10276
9041100;AT;174;3349
8109075;ES;5990;7223
8109020;FR;632;10143
3022300;ES;636;1278
7108070;BE;722;156
9109950;ES;719;9866
6049099;NL;803;6323
8055010;ES;649;8854
3073110;FR;574;10276
7069010;PL;1305;7853
8131000;FR;705;186
7102200;BE;573;1299
3074220;FR;726;2571
7041010;NL;532;6959
6012090;NL;680;8468
9096100;AT;498;3349
7129090;DE;10598;3393
2042100;FR;604;9295
4059010;FR;721;1546
6049091;ES;622;8512
4061080;BE;615;2930
3075100;ES;579;8828
7031019;FR;717;2572
6011090;NL;574;127
3033300;SI;595;1869
8045000;FR;704;10275
2012090;IE;346;1665
3024400;ES;1404;1293
7031090;FR;683;3758
3028990;NL;576;5059
3063690;FR;660;9975
3044410;FR;676;10144
7096099;ES;674;9609
2013000;NL;3981;6121
7052100;FR;579;9974
3054100;DK;599;5460
3075200;ES;57433;5601
8043000;FR;629;10143
6042019;DE;374;7542
4064090;FR;672;488
3028950;FR;680;1647
3044300;DK;711;5601
7108095;DE;722;1801
9109939;AT;599;3995
4069092;FR;669;1032
3074210;FR;606;7350
8045000;FR;630;10252
7099310;FR;440;4563
6021090;DE;1023;5827
3028200;FR;659;5125
3063100;FR;596;8947
3074220;FR;528;1647
3056100;RO;707;4913
3028510;HR;509;6480
6031400;NL;577;577
3023519;FR;660;983
7099310;ES;629;6636
3074230;FR;4601;5534
3077100;ES;558;2604
3028530;ES;3622;3380
7041010;ES;2964;4474
3071190;FR;534;413
7031090;FR;488;5893
7096010;ES;2638;8658
3024200;HR;1773;1647
9041100;DE;570;1645
4069018;FR;630;93
6042020;DE;507;1144
4069018;DE;1178;3827
9042200;DE;31;1032
8044000;NL;588;2573
2031211;HU;544;405
2061098;NL;1089;2391
3028950;DK;237;1826
3077100;FR;3066;7806
8051022;ES;1984;10439
3025419;DK;548;8275
2012090;NL;86;222
9041200;AT;499;4782
7093000;ES;649;680
7101000;ES;609;1297
8109075;ES;152155;9677
2031915;LT;508;7417
4069082;FR;144;2731
3028990;FR;562;4512
3028590;FR;308;10677
2074461;FR;569;2422
9096200;DE;610;9386
2031915;ES;522;7482
4069082;FR;484;7103
3063400;DK;72;2829
3024310;ES;792;10115
7041010;FR;8867;6924
3028510;ES;4875;5601
8109020;FR;568;3219
4051011;DE;533;596
7069030;RO;318;4913
7069090;ES;313;5133
8083090;FR;624;9974
5069000;FR;808;10252
8054000;AT;592;4782
3028410;ES;674;1363
7081000;NL;1002;1722
3025411;ES;1871;7806
6042019;NL;1220;8338
3028990;FR;529;4850
4069093;DE;19;1386
3024330;ES;605;18
7051900;FR;533;9975
3028530;FR;7084;1823
3028410;FR;579;8893
8023200;DE;84;4979
3028950;FR;890;1293
6012030;NL;718;8975
7093000;FR;595;9975
4063090;RO;222;10137
3028410;FR;630;9246
2023090;NL;510;10013
3028115;DK;230;1790
3022300;ES;661;983
2071460;RO;291;10781
8042010;ES;4059;7067
2068099;FR;1176;7486
6029099;DK;689;2475
9042200;RO;376;9952
4064010;DE;81;1386
7020000;FR;1614;10398
3028990;ES;1426;1635
7099310;FR;521;10398
9102010;DE;4643;2573
3028115;DK;655;6641
3028950;FR;590;10677
3063510;ES;683;4850
8104030;FR;507;10144
2031110;FR;252;6649
9024000;PL;18;9799
3072110;FR;2466;8146
6024000;DE;650;7542
9030000;ES;1845;4576
8119095;BE;677;8478
7020000;SI;536;9891
6029099;DK;649;4710
9092100;DE;510;1045
3028180;FR;498;1647
8109020;FR;631;10276
3063390;FR;505;1293
8119085;FR;1066;10252
8102010;FR;665;1236
3048990;PT;617;8195
3074392;ES;212725;5785
3028530;GR;807;8146
2061098;NL;551;5490
9022000;AT;305;6101
2064900;HU;528;6469
3054200;DK;659;1363
3028590;GR;552;1283
3082100;FR;503;3069
2061095;FR;539;9837
7096010;ES;1266;5527
7070005;ES;724;10053
3028410;ES;569;7309
2068099;FR;483;9866
3044100;DK;616;1741
3024200;HR;550;4307
2062200;NL;636;225
7103000;AT;595;4782
3075200;PT;634;1641
3048700;FR;643;2196
3024310;ES;486;2829
3048700;FR;549;4118
4069099;DE;392;3995
3047300;FR;471;4953
3028410;FR;334;4091
2063000;FR;650;7999
3024400;ES;481;3316
7097000;AT;703;4782
8044000;FR;664;10275
3044410;FR;633;2899
2031915;DE;614;3508
3028510;ES;547;7690
4069013;FR;312;892
3024310;ES;211;9448
8051080;FR;511;739
3044950;FR;629;3035
3023980;ES;477;8645
3054100;ES;476;7380
3028950;FR;1564;9108
7069090;FR;675;10261
7031019;NL;617;1722
3063690;FR;572;9974
8109075;ES;221;7067
3024400;FR;684;8864
4039013;BE;468;5385
3077100;FR;6285;7309
7129090;RO;604;603
4039099;AT;524;4782
2061098;DE;490;587
3054300;DK;603;2571
3028590;ES;273;3738
2013000;ES;9719;3065
3028950;DK;791;3487
3082100;ES;632;6480
2063000;DE;555;9436
4069086;BE;626;2930
3028990;ES;740;4091
7099960;NL;1543;582
3063310;DK;622;289
3022980;DK;223;1635
7096099;FR;5530;382
9023000;DE;2278;6882
7096010;FR;1175;1992
6012090;NL;669;9690
7096010;ES;460;2199
6024000;NL;469;8124
8043000;FR;538;10275
7093000;FR;505;897
3074210;FR;564;3881
3044410;DK;650;4091
7032000;FR;506;9974
8109075;FR;509;10143
2031211;FR;586;9295
7019090;FR;633;1363
4069084;FR;516;4287
3028530;FR;485;8741
4090000;ES;615;6924
5119985;DE;582;10567
8041000;AT;482;6101
4069069;FR;139;2731
3074240;ES;10285;1790
3022980;NL;6136;3881
4069023;AT;470;2573
9081200;DE;611;2573
6029099;NL;717;8338
3044300;DK;565;7051
2061095;DE;539;9882
3074210;NL;541;3624
3054930;RO;104;10137
6029048;NL;575;4235
8101000;ES;533;5527
7039000;NL;472;2941
3028590;GR;467;10265
2032915;DE;551;6512
8104030;FR;447;10143
2012090;FR;477;7936
7041010;PL;3859;9960
4069099;AT;1233;3349
7099310;ES;1055;10053
8133000;DE;573;3995
9103000;ES;476;9750
8044000;FR;522;10144
7096010;NL;507;2941
2089030;SI;512;794
3022300;NL;625;3349
3028530;FR;543;10144
8072000;AT;588;4782
3044410;FR;472;4512
3028990;FR;19381;9567
3044100;DK;576;1823
4039051;AT;444;4782
3048700;ES;453;7936
9042200;AT;496;3349
3022400;NL;186;4319
8083090;FR;632;10143
7093000;ES;657;8658
7099990;FR;591;10143
3028990;FR;485;3549
4069099;RO;106;10137
7099910;FR;584;3335
8041000;DE;1311;4979
7096099;NL;626;3349
3028530;FR;599;10275
3044410;FR;591;10276
6042040;NL;1119;4262
3024310;HR;644;2614
3022300;DK;447;5601
4029110;AT;573;4782
3057900;DK;97;3738
3028910;DK;91;3549
4069082;DE;601;1801
3022980;DK;485;9868
7131010;FR;481;8820
7051100;ES;1922;8979
2081090;NL;623;1065
3028530;FR;571;1739
7020000;FR;440;9975
3028910;DK;411;9446
7049010;NL;562;3349
3073110;FR;572;10144
6039000;NL;216694;5445
8134095;DE;84;1917
3023519;ES;534;1697
9101200;DE;457;4286
8072000;ES;933;7767
4061080;FR;538;4884
2061098;IE;482;194
2031913;DE;239;7910
9062000;DE;10;1032
2076061;FR;646;2573
4069082;FR;600;4287
2063000;DE;447;7910
5040000;DE;295;129
7051100;ES;6845;6636
3044910;DK;10;7051
6042090;NL;2922;9817
6029048;DK;459;4710
3063210;FR;600;6706
3073110;FR;542;10143
6023000;BE;582;8512
8062030;AT;566;4782
3044990;FR;419;10275
3024700;ES;502;983
3074980;FR;507;9974
7102200;BE;501;2048
2031219;ES;6067;10152
6024000;NL;882;2025
3044410;DK;484;2571
3028990;FR;345;462
3054930;RO;47925;7637
3028510;ES;27229;9246
3074220;NL;633;4850
2061098;NL;495;1471
7099310;FR;483;2876
4069092;GR;593;5022
2013000;NL;11729;605
6029047;AT;536;4782
8052200;ES;58899;1236
2061098;DE;577;9396
2041000;FR;135;5604
7049090;NL;2016;3349
3044430;FR;720;1002
8055090;ES;749;4736
8045000;FR;464;10144
5119110;AT;412;10567
8062030;FR;366;10252
3074220;FR;500;7350
8109020;FR;480;10144
4069079;AT;448;4782
2081010;NL;479;384
3025110;ES;534;1170
2061095;FR;299;5196
4039053;RO;593;10781
8134095;NL;572;3621
8043000;DE;580;3995
5040000;AT;531;10567
7122000;DE;469;9386
2031211;DE;25743;9936
2071430;AT;532;2526
8109020;FR;491;7497
3074220;ES;457;9446
7122000;ES;149;8282
8011100;AT;544;6101
3028410;FR;414;7448
6029050;NL;27478;9411
8102010;ES;6543;8227
4059090;AT;585;5299
3028115;DK;540;7051
2031915;DE;482;9396
3028950;FR;537;1283
3028180;FR;578;6706
3047415;PT;490;9368
9109933;PL;538;246
9041200;AT;541;3349
3022300;BE;530;3316
2031955;DE;882;9687
7032000;NL;502;1722
3024590;ES;115;7690
3074940;FR;417;9975
8109020;ES;356;9281
6029050;DK;268;2025
7103000;BE;767;9945
4064010;FR;548;4884
3028990;NL;513;7380
8102010;FR;479;9975
3049921;AT;575;4782
7109000;BE;546;1299
2012090;DE;471;9882
9081200;AT;445;2573
8043000;ES;637;7497
3028180;FR;523;8864
7082000;FR;511;10143
3054200;FR;407;3624
9052000;NL;739;8441
2012030;FR;681;4120
6012090;DK;446;4071
3045990;DK;332;289
3044990;HR;466;1615
7051900;AT;485;3349
3044950;FR;370;4512
3022300;FR;5337;1823
3077100;SI;546;2154
9012200;PL;562;9799
2031915;DE;500;5490
3074220;FR;991;1283
3074940;FR;527;9974
7099990;FR;564;9974
7020000;NL;2449;2968
7096010;FR;2377;7984
7039000;ES;825;5527
7039000;NL;497;10640
7031019;AT;402;5299
7041010;FR;564;2050
7099310;FR;466;2968
2089010;FR;390;2422
3063400;DK;407;6641
2013000;ES;436;6
3072110;FR;452;8776
3024400;FR;635;462
7142010;NL;609;1722
2012090;ES;505;7486
8109075;FR;418;10275
2031110;DE;520;7099
2101219;ES;548;6355
3028990;FR;2620;642
2061098;ES;504;1665
6039000;NL;2762;8512
7051900;ES;1572;1257
7051900;ES;224;10439
3022400;ES;432;7432
8104030;FR;491;10275
8012200;AT;473;6101
9041100;RO;733;9952
8107000;FR;443;1071
7099310;ES;381;436
3028950;ES;513;5534
6031400;NL;801;9074
3044500;ES;592;1543
7093000;FR;478;9960
3077100;NL;402;2736
8083090;FR;471;10276
7039000;FR;395;9974
2031955;ES;421;2391
3044430;DK;755;236
3028950;FR;565;2154
2012090;DK;1002;560
2109910;BE;448;1907
3028590;ES;1076;8275
6029091;DE;436;2025
7099310;FR;556;9974
7031019;FR;482;4043
8083090;FR;534;9975
4069078;NL;557;6867
4061050;FR;439;3459
3063310;FR;286;8343
2062200;ES;237;6512
2061098;FR;725;4127
7041010;ES;407;8904
3044410;FR;447;10275
2023090;DE;385;5966
2022090;FR;404;8948
7092000;NL;374;1325
2013000;NL;358;3034
6039000;DE;476;1328
2012090;NL;370;481
7041010;NL;613;748
3074980;FR;539;9975
4069099;FR;403;2731
3057900;DK;355;9446
3077100;FR;471;8893
9041200;DE;451;9386
4089980;AT;511;5299
8134095;AT;415;3995
6049099;DE;1833;7634
8109020;FR;4695;10023
3072110;FR;986;9550
3025600;ES;445;2974
7099310;ES;453;10531
3024310;ES;119;1790
3044410;FR;461;5886
2061098;PL;531;9837
4069092;FR;447;9975
3024400;ES;407;6480
8054000;FR;355;9975
3028180;FR;344;4512
8101000;ES;261;5932
3028410;FR;1654;3487
1069000;ES;4;5647
2061098;ES;9371;9866
9041200;RO;293;9952
3028115;DK;490;3069
3054930;DK;426;3954
2075190;HU;240;1363
3022300;DK;1041;9108
6029047;NL;762;8338
8101000;PT;553;3219
9092100;AT;451;5299
6042019;NL;371;8098
3074220;FR;137;3316
7093000;FR;505;1071
3063100;FR;388;7942
8011100;AT;369;5299
7099950;ES;485;5133
8045000;ES;1266;5133
7109000;BE;430;8288
7052100;FR;454;9975
3073110;FR;482;10275
3044410;FR;426;1363
5119985;DE;343;5323
6012090;NL;844;3877
6029099;BE;388;6349
3025419;ES;516;4850
6023000;BE;459;8468
3028115;DK;258;9448
2013000;IE;14987;4507
8109020;FR;403;739
3044410;NL;1896;2974
3028200;HR;253;542
9109190;DE;364;603
3011900;FR;2139;3977
3048949;NL;480;1301
3077100;HR;494;6480
2013000;ES;450;1216
3075900;ES;359;3624
3025419;HR;618;542
7049010;NL;489;6959
3028910;DK;371;3738
4069069;FR;328;10593
7096010;NL;1653;4800
8132000;AT;225;6101
3024990;HR;369;542
6012090;NL;476;2251
3071190;FR;372;10144
7129090;AT;549;3349
3028990;FR;385;4091
2101981;RO;140;10137
3024400;FR;388;9143
3024390;HR;443;3035
2031959;BE;428;922
2013000;ES;30036;1266
4039059;AT;891;3349
4069084;FR;503;3459
3075200;PT;511;6325
8081080;FR;13228;4800
7069010;PL;315;5893
5119985;LT;413;1991
4022911;DE;343;9799
9092200;AT;456;5299
2061098;HR;1832;2931
